Tipo de inmueble,Delegaci√≥,Precio,¡rea total en metros cuadrados,¡rea construida en metros cuadrados,Precio por metro cuadrado,Latitud,Longitud
casa,Benito Ju√°re,2404023.85,371,371,6539.002695,19.320661,-99.204251
departamento,Benito Ju√°re,1348016.66,80,80,17000,19.401406,-99.156836
departamento,¡lvaro ObregÛn,1456701.96,50,50,29400,19.391834,-99.188695
departamento,Benito Ju√°re,6833079.71,155,155,44486.82581,19.360367,-99.192614
departamento,Benito Ju√°re,5935812.69,70,70,85571.42857,19.39365,-99.14769
departamento,Tlalpan,1773807.06,57,57,31403.50877,19.388433,-99.175962
departamento,Miguel Hidalgo,4559467.98,170,170,27058.82353,19.298168,-99.113106
departamento,Gustavo A. Madero,1139596.67,52,52,22115.38462,19.400249,-99.177444
departamento,Benito Ju√°re,690136.71,60,60,11607.28333,19.469681,-99.086136
departamento,Tlahuac,638174.09,60,60,10733.33333,19.392025,-99.135302
departamento,¡lvaro ObregÛn,2871783.91,64,64,45281.25,19.301945,-99.049533
departamento,Cuauht√©mo,685739.85,70,70,9885.714286,19.379134,-99.253631
departamento,Gustavo A. Madero,644272.56,60,60,10833.33333,19.415143,-99.14685
casa,Azcapotzalco,2893584.84,175,175,16685.71429,19.524143,-99.160149
departamento,Benito Ju√°re,1347696.92,70,70,19428.57143,19.489815,-99.206729
departamento,Benito Ju√°re,2804398.88,95,95,29789.47368,19.393257,-99.157113
departamento,¡lvaro ObregÛn,1706422.22,91,91,18923.07692,19.39945,-99.164717
departamento,Miguel Hidalgo,1152752.46,80,80,14537.5,19.336195,-99.23692
departamento,Miguel Hidalgo,4806125.47,60,60,80102.09117,19.410419,-99.194748
casa,Tlalpan,23782889.51,780,780,30769.23077,19.4374246,-99.1905651
casa,¡lvaro ObregÛn,13381047.76,177,400,33750,19.303358,-99.203
departamento,Cuauht√©mo,2428412.26,136,136,18014.70588,19.3559202,-99.1802147
departamento,Gustavo A. Madero,799818.48,60,60,13452,19.416616,-99.160027
departamento,Cuajimalpa,12309369.53,205,205,60579.4878,19.479793,-99.100174
departamento,Benito Ju√°re,995787.44,80,80,12560.975,19.3577936,-99.27447796
casa,Coyoac√°,7828534.43,177,340,23235.29412,19.400785,-99.147419
departamento,Miguel Hidalgo,2478962.93,90,90,27788.88889,19.353813,-99.163605
casa,¡lvaro ObregÛn,11395967.83,400,400,28750,19.434723,-99.175887
departamento,Azcapotzalco,1029930.88,66,66,15747.4697,19.343294,-99.240456
departamento,Miguel Hidalgo,744206.07,59,59,12728.81356,19.497521,-99.203979
departamento,Benito Ju√°re,2534562.17,73,73,35036.9863,19.45789,-99.20016
departamento,Iztapalapa,327014.54,48,48,6875,19.364891,-99.148384
departamento,Xochimilco,1734168.9,90,90,19444.44444,19.363469,-99.010141
casa,La Magdalena Contreras,6441199.16,229,229,28384.27948,19.260421,-99.120697
departamento,Benito Ju√°re,1159384.52,75,75,15595.88,19.318155,-99.220718
departamento,Benito Ju√°re,2484578.96,90,90,27851.84444,19.39942,-99.141673
casa,Gustavo A. Madero,1184519.64,257,257,4651.101167,19.395261,-99.153153
departamento,Miguel Hidalgo,4950210.24,87,87,57418.3908,19.497346,-99.089531
departamento,Iztacalco,1683630.27,51,51,33313.72549,19.436516,-99.173988
departamento,Iztapalapa,519245.5,48,48,10625,19.400097,-99.122093
casa,Iztacalco,2393153.1,274,274,8813.868613,19.393751,-99.049999
departamento,Cuauht√©mo,990557.17,45,45,22213.33333,19.377089,-99.125557
casa,Cuauht√©mo,2557266.85,385,385,6701.298701,19.416979,-99.144176
departamento,Benito Ju√°re,1102934.38,50,50,22260.06,19.410687,-99.138477
departamento,¡lvaro ObregÛn,3389061.67,126,126,27142.85714,19.365843,-99.149901
departamento,¡lvaro ObregÛn,1040501.26,71,71,14788.73239,19.365686,-99.263209
departamento,Coyoac√°,748070.84,70,70,10784.28571,19.36678,-99.21145
departamento,Cuajimalpa,1897676.27,80,80,23937.5,19.323772,-99.116562
departamento,Benito Ju√°re,3049294.95,145,64,46796.875,19.355751,-99.299347
departamento,Tlalpan,2566570.1,100,100,25900,19.3638234,-99.1444714
departamento,Cuauht√©mo,4459291.65,64,64,70312.5,19.295665,-99.132282
casa,Coyoac√°,6688937.57,335,335,20149.25373,19.436024,-99.15461
departamento,Benito Ju√°re,5053863.88,135,135,37777.77778,19.315164,-99.111722
casa,¡lvaro ObregÛn,1991816.95,200,200,10050,19.394073,-99.153915
departamento,Venustiano Carranza,1137614.81,65,65,17661.53846,19.337902,-99.236776
casa,¡lvaro ObregÛn,4558387.05,350,350,13142.85714,19.415461,-99.124168
departamento,Iztacalco,1674711.66,70,70,24142.85714,19.390806,-99.195413
departamento,¡lvaro ObregÛn,9812768.36,184,184,53804.34783,19.395058,-99.13078
casa,Benito Ju√°re,5947132.21,60,185,32432.43243,19.35566284,-99.27538723
departamento,Benito Ju√°re,4806125.47,122,122,39754.09836,19.385749,-99.18585777
departamento,Cuajimalpa,6342103.75,110,110,58181.81818,19.390912,-99.172242
departamento,Cuauht√©mo,6256881.69,120,120,52616.66667,19.355751,-99.299347
departamento,Benito Ju√°re,2417011.3,62,62,39339.93548,19.405298,-99.164986
departamento,Cuauht√©mo,1143777.61,117,117,9865.119658,19.39912,-99.141464
departamento,Cuajimalpa,11849355,280,280,2250,19.441814,-99.156422
departamento,Coyoac√°,386471.79,65,65,6000,19.35735,-99.299792
departamento,Tlalpan,891858.25,48,48,18750,19.312223,-99.105454
casa,Azcapotzalco,4459291.65,276,144,31250,19.27838,-99.199387
departamento,Miguel Hidalgo,18529736.21,212,212,87404.41608,19.473486,-99.185753
departamento,Cuauht√©mo,981276.68,70,70,14142.85714,19.437185,-99.2031466
casa,Gustavo A. Madero,1545887.73,60,60,26000,19.428767,-99.1459
casa,¡lvaro ObregÛn,5951862.17,200,200,30030.98,19.452751,-99.056419
departamento,Gustavo A. Madero,198975.12,43,43,4668.465116,19.338886,-99.252586
casa,¡lvaro ObregÛn,3180961.41,80,80,40125,19.4782031,-99.1326443
departamento,Benito Ju√°re,1271393.47,60,60,21383.33333,19.365271,-99.232466
departamento,Iztapalapa,541060.73,66,66,8272.727273,19.403309,-99.145494
departamento,Benito Ju√°re,3468337.99,110,110,31818.18182,19.350145,-99.086731
departamento,Benito Ju√°re,5096196.74,103,103,49917.47573,19.399118,-99.167617
departamento,Miguel Hidalgo,1152479.17,60,60,19383.33333,19.394358,-99.177444
casa,Venustiano Carranza,1833698.97,170,400,4625,19.402944,-99.199727
departamento,Benito Ju√°re,3943995.74,108,108,36851.85185,19.4479726,-99.1105131
departamento,Cuauht√©mo,542382.59,60,60,9122.233333,19.390031,-99.174182
casa,Tlalpan,1953887.16,150,150,13144.82667,19.453201,-99.132967
departamento,Cuauht√©mo,850238.24,69,69,12434.78261,19.281993,-99.181179
casa,Iztapalapa,990953.65,180,180,5555.555556,19.417636,-99.153292
casa,Cuauht√©mo,4678748.29,90,90,52460.66667,19.388181,-99.081566
departamento,Coyoac√°,4714291.46,100,100,47142.9146,19.411699,-99.166247
casa,Iztapalapa,3964754.87,140,190,21052.63158,19.30282,-99.164293
departamento,Cuauht√©mo,987756.77,47,47,21207.95745,19.3138472,-99.0914512
departamento,Cuauht√©mo,828437.31,70,70,11942.85714,19.443178,-99.144234
casa,Gustavo A. Madero,6936675.98,280,280,24773.84279,19.410215,-99.14595
departamento,Cuauht√©mo,7134866.79,145,145,49655.17241,19.503961,-99.1263426
departamento,Benito Ju√°re,5648436.12,214,214,26635.51402,19.405298,-99.164986
departamento,Cuauht√©mo,3369242.59,92,92,36956.52174,19.376589,-99.153107
departamento,Benito Ju√°re,1564715.79,90,90,17544.44444,19.405298,-99.164986
departamento,Venustiano Carranza,500217.51,60,60,8413.066667,19.392814,-99.175476
departamento,Miguel Hidalgo,22797340.66,420,800,28750,19.409843,-99.125509
departamento,Benito Ju√°re,1288239.68,60,60,21666.66667,19.4318149,-99.1940586
departamento,Azcapotzalco,966635.58,70,70,13935.14286,19.362679,-99.171002
departamento,Coyoac√°,1389963.76,80,80,17529,19.48888,-99.179278
departamento,Iztapalapa,720918.7,57,57,12763.15789,19.334738,-99.176758
departamento,Venustiano Carranza,1047438.02,66,66,16015.15152,19.369859,-99.135812
casa,Miguel Hidalgo,43259550,1000,1000,2300,19.410412,-99.098521
departamento,Gustavo A. Madero,1090049.06,60,60,18333.33333,19.430925,-99.209978
casa,Miguel Hidalgo,28212750,1100,1000,1500,19.468775,-99.115636
casa,Cuajimalpa,7124957.16,165,230,31260.86957,19.40327605,-99.25387131
departamento,Benito Ju√°re,2259374.44,91,91,25054.94505,19.382275,-99.270241
departamento,Benito Ju√°re,3517885.6,68,68,52205.88235,19.399815,-99.150806
casa,Benito Ju√°re,13873352.16,800,800,17500,19.387388,-99.175554
departamento,Benito Ju√°re,4162005.63,127,127,33070.86614,19.401294,-99.163168
departamento,Gustavo A. Madero,891579.13,80,80,11243.8125,19.380987,-99.182164
departamento,Coyoac√°,2018572.6,94,94,21670.21277,19.470215,-99.140075
departamento,Tlahuac,351702.21,44,44,8066.204545,19.305984,-99.127341
departamento,Tlalpan,3265966.81,101,101,32623.76238,19.302192,-99.049333
departamento,Miguel Hidalgo,36472314.69,317,250,7756.56,19.2753576,-99.1675547
departamento,¡lvaro ObregÛn,844893.99,95,95,8974.810526,19.407269,-99.190754
departamento,Cuajimalpa,5451537.83,156,156,35256.41026,19.38828,-99.195529
departamento,Benito Ju√°re,4806125.47,122,122,39754.09836,19.35735,-99.299792
departamento,Coyoac√°,836938.94,74,74,11410.52703,19.390912,-99.172242
departamento,Benito Ju√°re,666911.79,63,63,10682.53968,19.3223015,-99.1035542
departamento,Cuajimalpa,7612855.67,131,131,58113.40206,19.39106,-99.14775
departamento,Venustiano Carranza,675437.87,50,50,13632.08,19.384553,-99.2491233
departamento,Benito Ju√°re,743391.47,75,75,10000,19.41275,-99.126007
departamento,Tlalpan,1833264.3,103,103,17961.16505,19.38751,-99.142247
casa,Tlahuac,2576479.55,90,90,28888.88889,19.270735,-99.175292
departamento,Benito Ju√°re,2774670.35,67,67,41791.04478,19.296993,-98.995972
casa,Tlalpan,3072685.02,637,637,4866.562009,19.371992,-99.157853
departamento,Coyoac√°,2180615.17,110,110,20000,19.298501,-99.167194
departamento,Benito Ju√°re,5659687.55,124,124,46048.3871,19.343979,-99.124863
departamento,Benito Ju√°re,2477384.14,129,129,19379.84496,19.3815906,-99.1653974
departamento,¡lvaro ObregÛn,4568197.57,130,130,35460.76923,19.403334,-99.157755
departamento,Coyoac√°,11109582.08,65,65,172476.9231,19.390806,-99.195413
departamento,Benito Ju√°re,8103958.96,157,157,52076.43312,19.30618,-99.161962
casa,Cuajimalpa,1179514.51,132,193,6165.803109,19.394358,-99.177444
departamento,Iztapalapa,495476.82,29,29,17085.40759,19.37073698,-99.2942445
casa,Tlahuac,655373.9,109,174,3800,19.33730477,-99.10204411
departamento,¡lvaro ObregÛn,641146.96,80,80,8087.5,19.279188,-99.005989
casa,Iztapalapa,1257377.37,140,140,9061.107143,19.361385,-99.246689
departamento,¡lvaro ObregÛn,750224.23,80,80,9463.4125,19.331858,-99.062324
departamento,Benito Ju√°re,3616981,70,70,52142.85714,19.38828,-99.195529
casa,Iztacalco,1397873.29,200,200,7051.5,19.3755039,-99.1630337
departamento,¡lvaro ObregÛn,1628523.06,70,70,23471.42857,19.394231,-99.127251
departamento,Venustiano Carranza,455838.66,58,58,7931.034483,19.3865508,-99.1937082
departamento,Cuajimalpa,13373386.87,221,221,61051,19.452365,-99.124572
departamento,Benito Ju√°re,951315.49,70,70,13714.28571,19.35763164,-99.27473545
departamento,Coyoac√°,639165.11,65,65,9923.076923,19.392185,-99.135357
casa,¡lvaro ObregÛn,1082889.41,1042,1042,1048.728407,19.323772,-99.116562
departamento,Cuauht√©mo,2850759.95,180,180,15555.55556,19.349781,-99.226194
departamento,Coyoac√°,3330394.01,152,152,22105.26316,19.407682,-99.172042
departamento,Venustiano Carranza,630246.5,65,65,9696.1,19.3108788,-99.1386972
casa,¡lvaro ObregÛn,20810028.15,750,900,23333.33333,19.426206,-99.06071663
departamento,¡lvaro ObregÛn,5582290.01,157,157,35880.57325,19.3559202,-99.1802147
departamento,Iztapalapa,274719.01,13,44,6300.613636,19.355088,-99.241105
departamento,Azcapotzalco,2438616.06,98,98,25111,19.39216531,-99.05749798
departamento,Tlalpan,6740083.34,240,240,28333.33333,19.469769,-99.157379
casa,Miguel Hidalgo,336484065,630,630,534101.6905,19.301081,-99.216217
departamento,Cuauht√©mo,354761.41,63,63,5682.539683,19.4010793,-99.2480728
departamento,¡lvaro ObregÛn,634210.2,70,70,9142.857143,19.441047,-99.135306
departamento,Miguel Hidalgo,958252.07,68,68,14220.58824,19.390806,-99.195413
casa,Cuajimalpa,7382605.21,200,285,26140.35088,19.399461,-99.175182
departamento,Gustavo A. Madero,713486.52,60,60,12000,19.355751,-99.299347
departamento,Miguel Hidalgo,23782889.51,240,240,100000,19.4900536,-99.0935504
departamento,Iztacalco,753600.35,63,63,12071.11111,19.429747,-99.18823
casa,Coyoac√°,3825081.25,232,232,16637.93103,19.417363,-99.068463
casa,Benito Ju√°re,3964754.87,118,118,33898.30508,19.352605,-99.131212
departamento,¡lvaro ObregÛn,4459291.65,101,101,44554.45545,19.371992,-99.157853
departamento,¡lvaro ObregÛn,1633675.27,51,51,32325.27451,19.341894,-99.224525
departamento,Coyoac√°,886618.2,75,75,11926.66667,19.386852,-99.194748
departamento,Cuauht√©mo,1664802.21,55,55,30545.45455,19.326922,-99.121203
casa,Iztapalapa,5450245.5,190,190,28947.36842,19.439253,-99.163605
departamento,Benito Ju√°re,6938320.98,110,110,63636.36364,19.350214,-99.162146
departamento,Azcapotzalco,1188153.44,49,49,24469.38776,19.395268,-99.175265
casa,¡lvaro ObregÛn,2874447.19,220,220,13181.81818,19.484102,-99.18436
departamento,Miguel Hidalgo,3468337.99,100,100,35000,19.345834,-99.236482
casa,Iztacalco,2079318.04,130,130,16140.76923,19.384467,-99.135872
departamento,Benito Ju√°re,2830659.31,96,96,29755.20833,19.382139,-99.127632
departamento,Coyoac√°,1459029.7,70,70,21028.57143,19.373306,-99.146919
departamento,Benito Ju√°re,1021722.67,87,87,11851.14943,19.309208,-99.171906
departamento,Iztacalco,1157433.89,52,52,22461.53846,19.383446,-99.137643
departamento,Benito Ju√°re,2302861.39,175,175,13276.18857,19.392349,-99.07093
departamento,Benito Ju√°re,3330394.01,102,102,32941.17647,19.397686,-99.161395
casa,Benito Ju√°re,5407594.59,180,180,30309.25556,19.39912,-99.141464
departamento,Miguel Hidalgo,1169325.38,65,65,18153.84615,19.3868,-99.18041
departamento,Cuajimalpa,10803957.12,240,240,45416.66667,19.411112,-99.193066
departamento,Benito Ju√°re,1694530.74,88,88,19431.81818,19.390415,-99.254997
departamento,¡lvaro ObregÛn,12885453.38,255,255,50980.39216,19.369509,-99.172532
departamento,¡lvaro ObregÛn,6720259.55,146,146,46438.35616,19.3619852,-99.2663861
departamento,Miguel Hidalgo,12280758.98,393,357,34705.68627,19.390806,-99.195413
departamento,Benito Ju√°re,1446792.32,55,55,26545.45455,19.44257112,-99.20281738
departamento,Cuajimalpa,4757705.81,127,127,37795.27559,19.364891,-99.148384
departamento,Benito Ju√°re,4459291.65,109,109,41284.40367,19.35735,-99.299792
casa,¡lvaro ObregÛn,834420.67,90,90,9355.977778,19.3668017,-99.1724994
casa,Cuauht√©mo,13873352.16,152,360,38888.88889,19.366448,-99.21224
departamento,Benito Ju√°re,1129687.22,95,95,12000,19.41498,-99.177444
departamento,Cuajimalpa,3701212.05,83,83,45000,19.375412,-99.144234
departamento,Venustiano Carranza,958261.28,70,70,13811.14286,19.35735,-99.299792
departamento,¡lvaro ObregÛn,2229645.73,104,104,21634.61538,19.445553,-99.097057
casa,¡lvaro ObregÛn,7035771.39,245,245,28717.43424,19.377369,-99.198052
departamento,Iztacalco,1090307.49,65,65,16923.07692,19.3414129,-99.2290163
casa,¡lvaro ObregÛn,2834127.6,250,250,11440,19.3778105,-99.1975082
casa,Cuauht√©mo,738727.91,761,761,979.3626807,19.365175,-99.230064
departamento,Cuauht√©mo,1451053.39,63,63,23242.85714,19.44451,-99.162633
departamento,Benito Ju√°re,3131413.62,98,98,32244.89796,19.417923,-99.148384
departamento,¡lvaro ObregÛn,750402.16,90,90,8411.922222,19.380937,-99.179545
departamento,Benito Ju√°re,1486430.48,80,80,18750,19.38828,-99.195529
departamento,Benito Ju√°re,3451821.68,90,90,38703.7,19.370046,-99.146155
departamento,Benito Ju√°re,5822242.45,117,117,50205.12821,19.390844,-99.164664
departamento,Tlahuac,616237.36,65,65,9567.123077,19.394358,-99.177444
departamento,Miguel Hidalgo,591351.46,65,65,9180.769231,19.29707,-99.051074
departamento,Azcapotzalco,2720167.83,80,80,34312.5,19.441879,-99.167819
departamento,Venustiano Carranza,1030591.82,75,75,13866.66667,19.469769,-99.157379
departamento,Miguel Hidalgo,1050410.9,60,60,17666.66667,19.452255,-99.124703
departamento,Miguel Hidalgo,2004639.83,78,78,25935.12821,19.458831,-99.203999
departamento,Benito Ju√°re,1829073.2,104,104,17743.58654,19.437285,-99.174303
casa,Tlalpan,5747531.52,277,277,20938.62816,19.371132,-99.173156
departamento,Cuauht√©mo,409939.53,281,281,1472.177936,19.271467,-99.146309
departamento,Benito Ju√°re,1969025,76,76,26144.73684,19.45178,-99.15709
casa,Tlalpan,3716957.58,1850,300,12500,19.364005,-99.153602
departamento,Tlalpan,941405.86,63,63,15079.36508,19.199665,-99.153915
departamento,Benito Ju√°re,1714349.82,91,91,19010.98901,19.298347,-99.116905
departamento,¡lvaro ObregÛn,743215.24,60,60,12500,19.401456,-99.146787
casa,Tlalpan,3895371.63,480,480,8187.5,19.386852,-99.194748
casa,Cuajimalpa,9513155.72,260,420,22857.14286,19.301835,-99.206377
casa,Tlalpan,2477384.14,244,244,10245.90164,19.35735,-99.299792
casa,Miguel Hidalgo,3170060.95,102,102,31362.7451,19.274451,-99.227508
tienda,Venustiano Carranza,773127.15,50,50,15600,19.444923,-99.170352
departamento,Cuauht√©mo,1116051.62,44,44,25596.36364,19.414261,-99.104118
departamento,Gustavo A. Madero,1295176.44,51,51,25627.45098,19.410553,-99.133858
departamento,Miguel Hidalgo,18470386.55,155,155,120251.6129,19.473415,-99.143539
departamento,Benito Ju√°re,2640615.97,62,62,42969.19355,19.433077,-99.198212
departamento,Coyoac√°,1238692.07,70,70,17857.14286,19.39365,-99.14769
departamento,Iztapalapa,753124.69,47,47,16170.21277,19.3437444,-99.1561883
departamento,Benito Ju√°re,7233962.2,190,190,38421.05263,19.359004,-99.092622
departamento,Benito Ju√°re,1838550.05,70,70,26504.77143,19.383319,-99.167205
departamento,Venustiano Carranza,1581708.51,63,63,25106.48429,19.371132,-99.173156
departamento,Venustiano Carranza,594572.23,60,60,10000,19.4214889,-99.0999336
departamento,¡lvaro ObregÛn,882939.64,75,75,11880,19.452689,-99.117987
casa,Iztapalapa,2477384.14,180,180,13888.88889,19.359901,-99.189606
casa,Tlalpan,21800982,800,800,27500,19.319391,-99.097368
departamento,Coyoac√°,2427836.53,75,75,32666.66667,19.297926,-99.203158
casa,Miguel Hidalgo,37428915,580,600,3316.666667,19.306725,-99.182521
departamento,Gustavo A. Madero,2967906.25,130,130,23038.46154,19.401079,-99.24807
departamento,Cuauht√©mo,879966.76,40,40,22200,19.486507,-99.119751
casa,Coyoac√°,5010458.94,354,354,14279.66102,19.451685,-99.157107
casa,Coyoac√°,2906703.01,300,300,9777.46,19.35231,-99.1579
departamento,Tlalpan,2911722.25,84,84,34979.79762,19.335068,-99.138237
departamento,Miguel Hidalgo,4376051.62,87,87,50758.62069,19.287598,-99.14769
departamento,Gustavo A. Madero,2477384.14,205,205,12195.12195,19.432657,-99.177444
departamento,Benito Ju√°re,1446792.32,70,70,20857.14286,19.464712,-99.124872
departamento,Benito Ju√°re,1635461.33,80,80,20625,19.365843,-99.149901
departamento,Azcapotzalco,1301301.62,36,36,36147.26722,19.368568,-99.15031
departamento,Gustavo A. Madero,1119777.58,102,102,11078.43137,19.4653758,-99.1589568
casa,Tlalpan,2679538.84,137,137,19737.22628,19.50384,-99.130804
departamento,Miguel Hidalgo,6936675.98,185,185,37837.83784,19.301291,-99.140663
departamento,Miguel Hidalgo,1154860.7,70,70,16644.67143,19.390982,-99.243919
casa,Iztapalapa,564843.51,50,50,11296.8702,19.457129,-99.174456
departamento,Coyoac√°,3080874.99,83,83,37457.83133,19.37858778,-99.04006285
casa,Miguel Hidalgo,22301746.27,560,560,40178.57143,19.302656,-99.111725
departamento,Miguel Hidalgo,1598722.5,260,260,326.9230769,19.394116,-99.251255
departamento,Azcapotzalco,2615602.54,69,69,38253.33333,19.428573,-99.216263
departamento,Cuauht√©mo,1144048.83,85,85,13579.04706,19.474559,-99.187221
departamento,Cuauht√©mo,309250.86,43,43,7255.813953,19.441809,-99.156423
departamento,Miguel Hidalgo,1387335.08,60,60,23333.33333,19.441646,-99.151884
casa,Gustavo A. Madero,2853946.68,195,195,14769.23077,19.449997,-99.18117
casa,¡lvaro ObregÛn,2328741.13,120,120,19583.33333,19.679214,-98.993553
departamento,Benito Ju√°re,3865635.95,98,98,39795.91837,19.326628,-99.206179
departamento,Tlalpan,1288239.68,50,50,26000,19.3756773,-99.1546074
casa,¡lvaro ObregÛn,13853533.08,115,393,35572.51908,19.287188,-99.170525
departamento,¡lvaro ObregÛn,2328741.13,53,53,44339.62264,19.357464,-99.207909
departamento,Benito Ju√°re,2923313.36,96,96,30729.16667,19.331932,-99.246689
departamento,Miguel Hidalgo,3296624.28,90,90,36954.77778,19.379879,-99.169157
casa,¡lvaro ObregÛn,3280056.82,255,255,12980.39216,19.427649,-99.176003
departamento,Miguel Hidalgo,7334796.44,228,228,32456.14035,19.338422,-99.245766
departamento,Azcapotzalco,3171051.78,130,130,24615.38462,19.432657,-99.177444
departamento,Benito Ju√°re,1238692.07,64,64,19531.25,19.478428,-99.207996
casa,Benito Ju√°re,2779953.28,260,260,10787.17692,19.383446,-99.137643
departamento,Cuauht√©mo,856976.76,85,85,10174.11765,19.360285,-99.148336
departamento,¡lvaro ObregÛn,15359782.65,270,270,57407.40741,19.460913,-99.12858
departamento,Iztapalapa,778083,50,50,15700,19.3605334,-99.2267067
casa,Miguel Hidalgo,15859019.68,800,800,20000,19.3579916,-99.0648692
departamento,Iztacalco,867941.55,70,70,12512.35714,19.401079,-99.24807
departamento,Benito Ju√°re,1275027.46,100,100,12866.67,19.40263,-99.078233
casa,Miguel Hidalgo,9409227.48,307,307,30928.73941,19.376116,-99.171601
departamento,Cuauht√©mo,1431276.44,90,90,16044.44444,19.409989,-99.185975
departamento,Gustavo A. Madero,1565706.81,59,59,26779.66102,19.404442,-99.162688
departamento,Venustiano Carranza,890561.03,43,43,20899.7907,19.46731,-99.133163
departamento,Iztapalapa,1202356.68,60,60,20222.21667,19.443592,-99.121407
departamento,Iztapalapa,467551.47,56,56,8423.357143,19.383547,-99.074514
casa,¡lvaro ObregÛn,3171051.78,100,100,32000,19.359004,-99.092622
departamento,¡lvaro ObregÛn,1205990.67,80,80,15212.5,19.353288,-99.244721
casa,¡lvaro ObregÛn,842310.64,89,89,9550.561798,19.377369,-99.198052
departamento,Benito Ju√°re,4319170.77,100,100,43586,19.366205,-99.200783
departamento,Azcapotzalco,542155.38,32,77,7103.571429,19.394358,-99.177444
departamento,Gustavo A. Madero,792762.85,80,80,10000,19.49599609,-99.20179296
casa,Gustavo A. Madero,1212956.96,212,212,5773.726415,19.482945,-99.113471
departamento,Coyoac√°,1436882.88,70,70,20714.28571,19.496581,-99.09994
casa,Iztacalco,3369242.59,250,250,13600,19.342508,-99.137204
departamento,Benito Ju√°re,3235700.73,576,576,5668.817708,19.399607,-99.133903
casa,Coyoac√°,2378852.81,172,172,13953.48837,19.397899,-99.166031
departamento,Azcapotzalco,1367230.67,102,102,13526.58824,19.316215,-99.131567
departamento,Miguel Hidalgo,7855909.45,243,243,32623.97119,19.47941,-99.186176
departamento,Cuauht√©mo,735010.03,332,332,2233.566265,19.443178,-99.20237
departamento,Cuauht√©mo,495594.19,44,44,11363.63636,19.451919,-99.131919
departamento,Benito Ju√°re,2750170.03,86,86,32263,19.4620417,-99.1321904
casa,Gustavo A. Madero,1080233.65,70,70,15572.78571,19.3803931,-99.1476908
departamento,Benito Ju√°re,1212927.25,57,57,21473.68421,19.482945,-99.113471
departamento,Benito Ju√°re,1486782.95,70,70,21428.57143,19.366738,-99.14554
departamento,Cuauht√©mo,3566296.98,108,108,33314.81481,19.385853,-99.137921
casa,Iztapalapa,1109868.14,150,150,7466.666667,19.4482164,-99.1589625
departamento,¡lvaro ObregÛn,1936122.53,110,110,17757.58182,19.357819,-99.054344
departamento,Cuauht√©mo,867510.46,81,81,10807.77778,19.347895,-99.187492
departamento,Iztapalapa,555330.36,50,50,11208,19.436738,-99.138619
,,,,,,,
,,,,,,,
